file,panel_id,suffix,step,node,technique,delivery,expected_support,width,height,resolved,caption_span
images/F2b.png,10.1016/j.actamat.2021.116797#F2b,F2b,1,o8,MECH:compression,oracle,partial,481,407,True,Typical stress–strain curves deformed at RT and
images/F2c.png,10.1016/j.actamat.2021.116797#F2c,F2c,1,o8,MECH:compression,oracle,partial,464,404,True,Typical stress–strain curves deformed at 300C in four different loading orientations
images/F3a.png,10.1016/j.actamat.2021.116797#F3a,F3a,2,o9,OM,crop,shown,267,184,True,[112 185]
images/F3b.png,10.1016/j.actamat.2021.116797#F3b,F3b,2,o9,OM,crop,shown,270,186,True,[112 185]
images/F3c.png,10.1016/j.actamat.2021.116797#F3c,F3c,3,o10,OM,crop,shown,267,211,True,[1120]
images/F3d.png,10.1016/j.actamat.2021.116797#F3d,F3d,3,o10,OM,crop,shown,268,185,True,[1120]
images/F3e.png,10.1016/j.actamat.2021.116797#F3e,F3e,3,o10,OM,crop,shown,270,221,True,"[010], and"
images/F3f.png,10.1016/j.actamat.2021.116797#F3f,F3f,3,o10,OM,crop,shown,265,184,True,"[010], and"
images/F4a.png,10.1016/j.actamat.2021.116797#F4a,F4a,4,o12,OM,crop,shown,745,623,True,[1120] and
images/F4b.png,10.1016/j.actamat.2021.116797#F4b,F4b,4,o12,OM,crop,shown,745,631,True,[01i0] loading orientations to 5\% plastic strain at the temperatures indicated. The Miller indices of the side surface planes in observation are indicated in the figure
