file,panel_id,suffix,step,node,technique,delivery,expected_support,width,height,resolved,caption_span
images/F4f.png,10.1007/s40145-021-0532-8#F4f,F4f,1,n15,TRANSPORT:dielectric,oracle,partial,445,307,True,TCC for BNS0.245-1.5x0.5xB0.325+xT ceramics with different x values by choosing 150C as the based temperature
images/F5b.png,10.1007/s40145-021-0532-8#F5b,F5b,1,n15,TRANSPORT:dielectric,oracle,partial,634,511,True,wavenumbers of Raman peaks from 1 to 8 of BNS0.245-1.5x0.5xB0.325+xT ceramics with x= 0.06 at different temperatures
images/F4a.png,10.1007/s40145-021-0532-8#F4a,F4a,1,n15,TRANSPORT:dielectric,oracle,partial,445,308,True,x= 0
images/F4b.png,10.1007/s40145-021-0532-8#F4b,F4b,1,n15,TRANSPORT:dielectric,oracle,partial,442,304,True,x=0.02
images/F4c.png,10.1007/s40145-021-0532-8#F4c,F4c,1,n15,TRANSPORT:dielectric,oracle,partial,448,304,True,x=0.04
images/F4d.png,10.1007/s40145-021-0532-8#F4d,F4d,1,n15,TRANSPORT:dielectric,oracle,partial,443,306,True,"x=0.06 , and"
images/F4e.png,10.1007/s40145-021-0532-8#F4e,F4e,1,n15,TRANSPORT:dielectric,oracle,partial,443,306,True,x=0.08 ; and
images/F4a.png,10.1007/s40145-021-0532-8#F4a,F4a,1,n15,TRANSPORT:dielectric,oracle,partial,445,308,True,x= 0
images/F4b.png,10.1007/s40145-021-0532-8#F4b,F4b,1,n15,TRANSPORT:dielectric,oracle,partial,442,304,True,x=0.02
images/F4c.png,10.1007/s40145-021-0532-8#F4c,F4c,1,n15,TRANSPORT:dielectric,oracle,partial,448,304,True,x=0.04
images/F4d.png,10.1007/s40145-021-0532-8#F4d,F4d,1,n15,TRANSPORT:dielectric,oracle,partial,443,306,True,"x=0.06 , and"
images/F4e.png,10.1007/s40145-021-0532-8#F4e,F4e,1,n15,TRANSPORT:dielectric,oracle,partial,443,306,True,x=0.08 ; and
images/F8b.png,10.1007/s40145-021-0532-8#F8b,F8b,2,n21,TRANSPORT,oracle,shown,535,433,True,corresponding discharge density Wd as a function of electric field for x=0.06 ceramics at room temperature
